Type,Genus,Species,Fossil type,Dispersal unit,Isodiametric tetrad or anisodiametric tetrad,Aperture type,Amb shape (polar view shape),Exine ornamentation (surface),Tetrad diameter (D) (µm),Individual cell equatorial diameter (d) (µm),Individual cell polar axis (P) or Monad polar axis (P) (µm),Septum (septal exine) thickness (Se) (µm),Exine thickness (Ex) (µm),Tetrad diameter/Cell equatorial diameter (D/d),Cell P/E axis ratio (P/d),Ex/Se,Monad equatorial diameter (E),Monad P/E axis ratio (P/E),Cell big polar axis (µm),Equatorial shape,"Aperture length (2f for tetrad, L for monad) (µm)",Aperture width (W) (µm),2f/W or L/W,2f/D
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,17.34,14.77,9.06,1.04,1.16,1.17,0.61,1.12,NA,NA,NA,5,13.27,0.55,24.13,0.77
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,19.72,13.61,10.59,1.67,2.5,1.45,0.78,1.5,NA,NA,NA,5,12.41,0.81,15.32,0.63
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,15.69,13.04,8.71,0.97,1.67,1.2,0.67,1.72,NA,NA,NA,5,8.93,0.42,21.26,0.57
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,19.22,15.09,10.06,0.93,1.85,1.27,0.67,1.99,NA,NA,NA,5,15.15,0.72,21.04,0.79
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,17.96,14.82,10.26,1.14,2.15,1.21,0.69,1.89,NA,NA,NA,5,13.76,0.66,20.85,0.77
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,19.4,14.73,10.04,1.15,1.61,1.32,0.68,1.4,NA,NA,NA,5,13.25,0.52,25.48,0.68
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,18.65,14.02,9.69,0.93,1.94,1.33,0.69,2.09,NA,NA,NA,5,11.75,0.49,23.98,0.63
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,18.72,14.21,10.92,1.19,2.03,1.32,0.77,1.71,NA,NA,NA,5,10.85,0.44,24.66,0.58
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,20.18,13.88,10.38,NA,2.23,1.45,0.75,NA,NA,NA,NA,5,13.6,0.63,21.59,0.67
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,20.49,13.48,11.59,NA,1.46,1.52,0.86,NA,NA,NA,NA,5,11.74,0.61,19.25,0.57
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,14.48,11.82,9.15,0.8,1.42,1.23,0.77,1.78,NA,NA,NA,5,8.92,0.69,12.93,0.62
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,18.76,13.34,10.06,1.81,1.83,1.41,0.75,1.01,NA,NA,NA,5,12.67,0.6,21.12,0.68
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,18.48,16.02,9.53,1.21,1.76,1.15,0.59,1.45,NA,NA,NA,5,12.45,0.56,22.23,0.67
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,19.87,14.8,10.98,0.92,1.35,1.34,0.74,1.47,NA,NA,NA,5,15.21,0.72,21.13,0.77
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,20.95,13.77,11.41,1.2,0.96,1.52,0.83,0.8,NA,NA,NA,5,12.43,0.64,19.42,0.59
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,20.82,14.91,11.45,1.27,1.95,1.4,0.77,1.54,NA,NA,NA,5,14.64,0.77,19.01,0.7
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,17.81,12.29,8.94,1.01,1.31,1.45,0.73,1.3,NA,NA,NA,5,14,0.75,18.67,0.79
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,19.8,14.47,12.71,1.61,2.45,1.37,0.88,1.52,NA,NA,NA,5,12.72,0.59,21.56,0.64
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,16.81,13.63,8.75,0.91,1.44,1.23,0.64,1.58,NA,NA,NA,5,13.35,0.75,17.8,0.79
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,19.25,13.39,10.65,0.77,1.09,1.44,0.8,1.42,NA,NA,NA,5,15.27,0.76,20.09,0.79
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,19.89,16.08,9.69,1.78,2.27,1.24,0.6,1.28,NA,NA,NA,5,14.33,0.83,17.27,0.72
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,21.23,16.06,12.49,1.3,1.7,1.32,0.78,1.31,NA,NA,NA,5,13.92,0.72,19.33,0.66
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,18.67,14.71,10.81,1.07,2.16,1.27,0.73,2.02,NA,NA,NA,5,11.28,0.61,18.49,0.6
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,18.18,13.59,8.6,1.14,1.27,1.34,0.63,1.11,NA,NA,NA,5,12.72,0.64,19.88,0.7
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,18.29,13.49,11.31,0.94,1.54,1.36,0.84,1.64,NA,NA,NA,5,11.23,0.6,18.72,0.61
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,17.61,12.76,9.52,1.27,1.91,1.38,0.75,1.5,NA,NA,NA,5,10.8,0.42,25.71,0.61
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,18.4,14.83,9.13,1.08,2.1,1.24,0.62,1.94,NA,NA,NA,5,13.19,0.83,15.89,0.72
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,21.17,15.47,11.6,1.47,1.77,1.37,0.75,1.2,NA,NA,NA,5,14.77,0.62,23.82,0.7
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,19.56,14.98,10.74,1.55,1.57,1.31,0.72,1.01,NA,NA,NA,5,12.53,0.57,21.98,0.64
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,19.42,14.68,11.38,1.11,1.69,1.32,0.78,1.52,NA,NA,NA,5,13.06,0.76,17.18,0.67
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,17.93,13.61,9.84,1.54,1.44,1.32,0.72,0.94,NA,NA,NA,5,12.93,0.66,19.59,0.72
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,18.44,15.02,10.26,1.45,1.62,1.23,0.68,1.12,NA,NA,NA,5,13.36,0.64,20.88,0.72
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,19.85,14.75,10.98,1.56,1.8,1.35,0.74,1.15,NA,NA,NA,5,10.24,0.64,16,0.52
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,20.22,16.08,11.97,1.52,2.07,1.26,0.74,1.36,NA,NA,NA,5,13.04,0.64,20.38,0.64
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,17.11,14.03,9.9,1.54,2.11,1.22,0.71,1.37,NA,NA,NA,5,11.51,0.83,13.87,0.67
BW 90-91 (cm),NA,NA,Type 1,2,1,3,3,0,18.14,13.69,9.81,1.69,2.22,1.33,0.72,1.31,NA,NA,NA,5,11.46,0.62,18.48,0.63
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,17.7,14.82,9.44,1.44,2.2,1.19,0.64,1.53,NA,NA,NA,5,13.37,0.82,16.3,0.76
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,23.48,14.86,12.58,1.22,1.52,1.58,0.85,1.25,NA,NA,NA,5,15.64,0.98,15.96,0.67
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,17.27,13.11,11.57,1.05,2.19,1.32,0.88,2.09,NA,NA,NA,5,11,0.67,16.42,0.64
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,17.29,13.63,11.59,1.01,2.55,1.27,0.85,2.52,NA,NA,NA,5,12.94,0.71,18.23,0.75
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,18.4,14.36,11.18,1.45,2.27,1.28,0.78,1.57,NA,NA,NA,5,12.58,0.7,17.97,0.68
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,17.03,12.31,8.77,1.22,1.83,1.38,0.71,1.5,NA,NA,NA,5,NA,NA,NA,NA
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,18.81,14.15,10.42,1.05,1.86,1.33,0.74,1.77,NA,NA,NA,5,11.54,0.58,19.9,0.61
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,17.81,11.67,10.69,0.73,1.4,1.53,0.92,1.92,NA,NA,NA,5,13.25,0.7,18.93,0.74
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,20.58,15.48,11.42,1.27,1.61,1.33,0.74,1.27,NA,NA,NA,5,14.96,0.84,17.81,0.73
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,17.72,13.53,10.33,1.12,1.89,1.31,0.76,1.69,NA,NA,NA,5,11.96,0.77,15.53,0.67
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,18.78,14.03,10.67,1.28,1.45,1.34,0.76,1.13,NA,NA,NA,5,11.93,0.52,22.94,0.64
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,19.4,14.79,10.83,1.4,2.18,1.31,0.73,1.56,NA,NA,NA,5,12.22,0.76,16.08,0.63
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,19.51,15.61,10.91,1.84,2.76,1.25,0.7,1.5,NA,NA,NA,5,11.58,0.74,15.65,0.59
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,19.64,15.2,11.11,1.02,1.54,1.29,0.73,1.51,NA,NA,NA,5,12.8,1,12.8,0.65
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,1,20.12,15.27,12.52,1.37,1.78,1.32,0.82,1.3,NA,NA,NA,5,10.79,0.79,13.66,0.54
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,1,21.13,15.43,11.41,1.85,1.79,1.37,0.74,0.97,NA,NA,NA,5,13.59,0.52,26.13,0.64
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,1,22.14,14.71,12.49,1.05,1.98,1.51,0.85,1.89,NA,NA,NA,5,12.44,0.96,12.96,0.56
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,1,19.22,14.76,10.32,1.49,1.62,1.3,0.7,1.09,NA,NA,NA,5,13.16,1.03,12.78,0.68
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,1,18.28,12.47,10.02,1.02,1.18,1.47,0.8,1.16,NA,NA,NA,5,11.43,0.84,13.61,0.63
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,16.91,12.4,9.28,1.04,1.48,1.36,0.75,1.42,NA,NA,NA,5,12.07,0.64,18.86,0.71
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,17.57,11.83,10.34,1.09,1.33,1.49,0.87,1.22,NA,NA,NA,5,11.23,0.51,22.02,0.64
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,16.71,12.77,8.88,1.11,1.66,1.31,0.7,1.5,NA,NA,NA,5,11.42,0.65,17.57,0.68
BW 95-96 (cm),NA,NA,Type 1,2,1,3,3,0,16.89,13.15,10.9,0.96,1.25,1.28,0.83,1.3,NA,NA,NA,5,10.16,0.76,13.37,0.6
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,18.21,10.75,8.7,1.33,1.4,NA,NA,NA,NA,NA,NA,5,11.32,0.6,NA,NA
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,20.06,12.88,10,1.42,1.71,1.56,0.78,1.2,NA,NA,NA,5,12.35,0.6,20.58,0.62
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,19.39,12.88,10.78,1.65,1.62,1.51,0.84,0.98,NA,NA,NA,5,12.82,0.81,15.83,0.66
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,16.85,12.04,8.36,1.09,1.38,1.4,0.69,1.27,NA,NA,NA,5,10.66,0.68,15.68,0.63
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,19.39,15.72,10.51,1.17,1.67,1.23,0.67,1.43,NA,NA,NA,5,10.38,0.42,24.71,0.54
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,19.68,14.84,10.7,1.14,1.92,1.33,0.72,1.68,NA,NA,NA,5,14.54,0.88,16.52,0.74
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,16.55,12.32,9.73,1.18,1.59,1.34,0.79,1.35,NA,NA,NA,5,9.71,0.67,14.49,0.59
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,17.43,12.89,10.38,0.95,1.35,1.35,0.81,1.42,NA,NA,NA,5,11.29,0.47,24.02,0.65
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,17.16,12.5,10.02,1.07,1.69,1.37,0.8,1.58,NA,NA,NA,5,12.31,0.71,17.34,0.72
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,19.07,12.82,9.38,1.25,1.9,1.49,0.73,1.52,NA,NA,NA,5,11.96,0.82,14.59,0.63
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,17.6,11.88,8.67,0.72,1.23,1.48,0.73,1.71,NA,NA,NA,5,14.18,0.91,15.58,0.81
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,17.04,12.35,8.22,1.17,1.69,1.38,0.67,1.44,NA,NA,NA,5,8.76,0.62,14.13,0.51
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,15.98,12.34,9.32,1.39,1.45,1.29,0.76,1.04,NA,NA,NA,5,9.39,0.75,12.52,0.59
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,15.48,12.63,8.84,1.1,1.99,1.23,0.7,1.81,NA,NA,NA,5,10.79,0.59,18.29,0.7
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,17.79,11.7,8.92,0.87,1.09,1.52,0.76,1.25,NA,NA,NA,5,12.75,0.69,18.48,0.72
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,18.92,13.36,10.25,1.12,1.46,1.42,0.77,1.3,NA,NA,NA,5,12.24,0.78,15.69,0.65
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,15.58,11.82,8.92,1.1,1.39,1.32,0.75,1.26,NA,NA,NA,5,11.51,0.63,18.27,0.74
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,19.1,13.91,10.85,2,1.92,1.37,0.78,0.96,NA,NA,NA,5,13.39,0.74,18.09,0.7
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,18.76,12.62,9.78,1.12,1.75,1.49,0.77,1.56,NA,NA,NA,5,11.74,0.64,18.34,0.63
BW 100-101 (cm),NA,NA,Type 1,2,1,3,3,0,19.46,13.7,9.31,1.62,1.69,1.42,0.68,1.04,NA,NA,NA,5,12.98,0.76,17.08,0.67
BW 105-106 (cm),NA,NA,Type 1,2,1,3,3,0,16.41,11.5,9.2,1,1.21,NA,NA,NA,NA,NA,NA,5,10.14,0.56,NA,NA
BW 105-106 (cm),NA,NA,Type 1,2,1,3,3,0,18.48,14.56,10.84,1.23,1.08,NA,NA,NA,NA,NA,NA,5,13.27,0.76,NA,NA
BW 105-106 (cm),NA,NA,Type 1,2,1,3,3,0,20.55,14.06,10.1,0.79,1.04,1.46,0.72,1.32,NA,NA,NA,5,15.98,0.68,23.5,0.78
BW 105-106 (cm),NA,NA,Type 1,2,1,3,3,0,16.52,11.54,9.04,0.93,1.22,1.43,0.78,NA,NA,NA,NA,5,12.66,0.71,17.83,0.77
BW 105-106 (cm),NA,NA,Type 1,2,1,3,3,0,19.54,13.53,11.01,0.75,0.89,1.44,0.81,0.96,NA,NA,NA,5,14.49,0.63,23,0.74
BW 105-106 (cm),NA,NA,Type 1,2,1,3,3,0,20.64,15.26,10.89,0.94,1.06,1.35,0.71,1.13,NA,NA,NA,5,13.53,0.53,25.53,0.66
LS B2 17-18,NA,NA,Type 1,2,1,3,1,0,21.71,17.25,11.26,1.47,1.88,NA,NA,NA,NA,NA,NA,5,14.12,0.75,NA,NA
LS B2 17-18,NA,NA,Type 1,2,1,3,3,0,22.28,17.46,13.8,1.24,2.05,NA,NA,NA,NA,NA,NA,5,17.09,0.93,NA,NA
LS B2 17-18,NA,NA,Type 1,2,1,3,3,0,20.71,15.14,10.49,1.36,2.27,1.37,0.69,1.67,NA,NA,NA,5,14.88,0.66,22.55,0.72
LS B2 17-18,NA,NA,Type 1,2,1,3,3,0,19.66,14.38,9.37,1.16,1.78,1.37,0.65,1.53,NA,NA,NA,5,13.56,0.8,16.95,0.69
LS B2 17-18,NA,NA,Type 1,2,1,3,3,0,20.62,13.67,10.68,1.34,1.6,1.51,0.78,1.19,NA,NA,NA,5,12.9,0.69,18.7,0.63
LS B2 17-18,NA,NA,Type 1,2,1,3,3,0,22.59,17.75,11.1,1.26,2.6,1.27,0.63,2.06,NA,NA,NA,5,12.68,0.67,18.93,0.56
LS B2 17-18,NA,NA,Type 1,2,1,3,3,0,21.23,14.39,10.94,1.29,2.18,1.48,0.76,1.69,NA,NA,NA,5,14.26,0.82,17.39,0.67
LS B2 17-18,NA,NA,Type 1,2,1,3,3,0,20.61,12.92,12.02,0.96,1.61,1.6,0.93,1.68,NA,NA,NA,5,15.03,0.7,21.47,0.73
LS B2 17-18,NA,NA,Type 1,2,1,3,3,0,23.85,15.62,12.89,1.28,1.67,1.53,0.83,1.3,NA,NA,NA,5,17.75,0.81,21.91,0.74
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,18.84,14.9,9.67,1.55,1.54,1.26,0.65,0.99,NA,NA,NA,5,11.83,0.63,18.78,0.63
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,19.83,14.94,10.21,1.15,2.26,1.33,0.68,1.97,NA,NA,NA,5,11.57,0.71,16.3,0.58
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,20.79,14.62,10.73,1.17,1.8,1.42,0.73,1.54,NA,NA,NA,5,13.39,0.84,15.94,0.64
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,16.79,13.92,8.8,2.26,1.87,1.21,0.63,0.83,NA,NA,NA,5,12.31,0.52,23.67,0.73
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,21.86,13.72,10.35,1.38,1.5,1.59,0.75,1.09,NA,NA,NA,5,14.51,0.85,17.07,0.66
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,21.54,15.83,12.77,0.83,1.17,1.36,0.81,1.41,NA,NA,NA,5,15.7,0.71,22.11,0.73
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,19.42,13.43,11.46,1.12,1.47,1.45,0.85,1.31,NA,NA,NA,5,12.51,0.64,19.55,0.64
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,19.74,16.83,11.91,1.03,1.59,1.17,0.71,1.54,NA,NA,NA,5,11.72,0.71,16.51,0.59
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,20.41,14.11,10.48,1.07,1.35,1.45,0.74,1.26,NA,NA,NA,5,14.33,0.71,20.18,0.7
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,20,12.61,11.05,0.97,1.76,1.59,0.88,1.81,NA,NA,NA,5,12.37,0.82,15.09,0.62
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,21.37,15.61,12.2,0.99,1.97,1.37,0.78,1.99,NA,NA,NA,5,13.67,0.82,16.67,0.64
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,15.55,11.9,7.13,1.76,2.5,1.31,0.6,1.42,NA,NA,NA,5,9.68,0.61,15.87,0.62
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,20.15,14.5,12,0.83,1.48,1.39,0.83,1.78,NA,NA,NA,5,13.04,0.76,17.16,0.65
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,21.44,14.71,10.18,1.22,1.69,1.46,0.69,1.39,NA,NA,NA,5,13.62,0.67,20.33,0.64
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,20.63,16.58,10.53,0.92,2.04,1.24,0.64,2.22,NA,NA,NA,5,13.51,0.77,17.55,0.65
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,18.93,15.8,10.24,1.7,1.51,1.2,0.65,0.89,NA,NA,NA,5,12.4,0.58,21.38,0.66
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,18.49,14.99,9.87,0.96,1.46,1.23,0.66,1.52,NA,NA,NA,5,10.29,0.7,14.7,0.56
LS B2 26-27 A,NA,NA,Type 1,2,1,3,3,0,18.27,15.43,9.68,1.24,1.73,1.18,0.63,1.4,NA,NA,NA,5,11.45,0.56,20.45,0.63
LS B2 24-25 (2),NA,NA,Type 1,2,1,3,3,0,19.87,15.18,10.33,1.21,1.75,1.31,0.68,1.45,NA,NA,NA,5,14.22,0.82,17.34,0.72
LS B2 24-25 (1),NA,NA,Type 1,2,1,3,3,0,23.52,17.92,14.04,1.32,1.86,1.31,0.78,1.41,NA,NA,NA,5,18.7,0.89,21.01,0.8
LS B2 24-25 (1),NA,NA,Type 1,2,1,3,3,0,22.78,17.36,13.21,1.23,1.9,1.31,0.76,1.54,NA,NA,NA,5,17.38,0.78,22.28,0.76
LS B2 24-25 (1),NA,NA,Type 1,2,1,3,3,0,20.1,14.78,11.06,1.5,2.08,1.36,0.75,1.39,NA,NA,NA,5,12.24,0.75,16.32,0.61
BW 75-76 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,19.31,NA,1.14,NA,NA,NA,13.93,1.39,14.88,9,14.03,0.41,34.22,NA
BW 75-76 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,19.8,NA,1.52,NA,NA,NA,13.47,1.47,16.03,9,17.22,0.54,31.89,NA
BW 75-76 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,19.63,NA,1.26,NA,NA,NA,14.85,1.32,16.39,8,18.5,0.63,29.37,NA
BW 75-76 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,19.17,NA,1.36,NA,NA,NA,13.82,1.39,15.23,9,15.85,0.81,19.57,NA
BW 75-76 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,19.7,NA,1.33,NA,NA,NA,13.49,1.46,15.71,7,13.61,0.72,18.9,NA
BW 75-76 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,20.86,NA,1.7,NA,NA,NA,14.8,1.41,15.82,9,16.14,0.85,18.99,NA
BW 75-76 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,20.07,NA,1.35,NA,NA,NA,13.9,1.44,16.23,8,14.66,0.83,17.66,NA
BW 75-76 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,21.31,NA,1.18,NA,NA,NA,13.65,1.56,16.74,9,16.14,0.65,24.83,NA
BW 75-76 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,22.58,NA,1.64,NA,NA,NA,15.5,1.46,17.93,8,NA,NA,NA,NA
BW 75-76 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,19.57,NA,1.37,NA,NA,NA,13.78,1.42,16.47,8,16.88,0.63,26.79,NA
BW 80-81 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,17.67,NA,1.5,NA,NA,NA,11.37,1.55,13.71,9,11.51,0.46,25.02,NA
BW 80-81 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,22.45,NA,1.59,NA,NA,NA,15.58,1.44,15.98,8,13.87,0.69,20.1,NA
BW 80-81 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,19.35,NA,1.42,NA,NA,NA,14.13,1.37,15.11,9,12.08,0.75,16.11,NA
BW 80-81 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,20.77,NA,1.24,NA,NA,NA,13.32,1.56,18.88,8,18.4,0.71,25.92,NA
BW 80-81 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,21.08,NA,2.06,NA,NA,NA,14.85,1.42,17.29,9,18.12,0.86,21.07,NA
BW 90-91 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,20.13,0.54,1.43,NA,NA,2.65,15.04,1.34,16.61,9,13.58,0.66,20.58,NA
BW 90-91 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,18.95,0.66,1.14,NA,NA,1.73,13.82,1.37,16.05,9,12.01,0.67,17.93,NA
BW 95-96 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,19.36,0.56,1.3,NA,NA,2.32,13.9,1.39,16.4,9,12.93,0.7,18.47,NA
BW 95-96 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,16,0.6,1.31,NA,NA,2.18,12.84,1.25,11.99,9,9.7,0.49,19.8,NA
BW 100-101 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,18.73,0.72,1.28,NA,NA,1.78,13.66,1.37,15.02,9,10.05,0.56,17.95,NA
BW 100-101 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,18.95,1.12,1.54,NA,NA,1.38,13.01,1.46,15.18,9,16.45,0.63,26.11,NA
BW 100-101 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,17.69,0.74,1.42,NA,NA,1.92,13.13,1.35,13.47,9,10.49,0.48,21.85,NA
BW 100-101 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,18.74,0.93,1.56,NA,NA,1.68,14.44,1.3,15.22,9,11.61,0.58,20.02,NA
BW 100-101 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,19.03,1.09,1.9,NA,NA,1.74,13.44,1.42,14.53,9,13.97,0.78,17.91,NA
BW 100-101 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,16.55,0.84,1.15,NA,NA,1.37,11.15,1.48,12.85,9,11.62,0.74,15.7,NA
BW 100-101 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,15.2,0.63,1.38,NA,NA,2.19,12.48,1.22,11.46,9,13.15,0.76,17.3,NA
BW 100-101 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,18.41,0.83,1.42,NA,NA,1.71,11.88,1.55,14.14,9,13.95,0.62,NA,NA
BW 105-106 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,17.89,0.8,1.35,NA,NA,1.69,13.65,NA,14.5,9,16.26,0.63,25.81,NA
BW 105-106 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,18.11,0.56,1.38,NA,NA,2.46,13.74,NA,14.27,9,9.57,0.56,17.09,NA
BW 105-106 (cm),NA,NA,Type 2,2,2,3,2,0,NA,NA,20.34,0.75,1.14,NA,NA,1.52,11.57,NA,16.57,9,15.16,0.68,22.29,NA
LS B2 17-18,NA,NA,Type 2,2,2,3,2,0,NA,NA,20.04,1.13,1.5,NA,NA,1.33,13.59,1.47,14.69,8,18.12,0.69,26.26,NA
LS B2 26-27 A,NA,NA,Type 2,2,2,3,2,0,NA,NA,20.92,0.92,1.6,NA,NA,1.74,15.91,1.31,16.58,7,14.19,0.75,18.92,NA
LS B2 26-27 A,NA,NA,Type 2,2,2,3,2,0,NA,NA,21,0.87,1.55,NA,NA,1.78,15.28,1.37,15.74,8,15.59,0.56,27.84,NA
BW 75-76 (cm),NA,NA,Others,2,1,3,1,2,68.62,59.46,32.94,3.69,5.29,1.15,0.55,1.43,NA,NA,NA,5,NA,NA,NA,NA
BW 100-101 (cm),NA,NA,Others,2,1,3,1,2,54.02,43.05,28.81,3.11,2.1,NA,NA,NA,NA,NA,NA,5,22.53,0.7,NA,NA
BW 100-101 (cm),NA,NA,Others,2,1,3,1,2,56.3,44.25,35.76,2.5,4.68,1.27,0.81,1.87,NA,NA,NA,5,NA,NA,NA,NA
